CHANNEL,RSSI,PHASE
902.75,-42.0,3.2397982577991553
903.25,-42.5,3.0809117653373517
903.75,-42.0,2.9192810660389297
904.25,-42.0,2.7823790620547633
904.75,-42.0,2.6332668793368748
905.25,-42.0,2.506293354020029
905.75,-42.5,2.375218935340595
906.25,-42.5,2.2229617065852327
906.75,-42.5,2.0909314405806834
907.25,-42.5,1.9659929450527913
907.75,-42.5,1.8415477900797976
908.25,-42.5,1.72058685277577
908.75,-43.0,1.598515899223222
909.25,-43.5,1.4612747236075638
909.75,-43.0,1.350643104171711
910.25,-43.0,1.229281327666829
910.75,-43.0,1.1221647596846236
911.25,-43.0,0.9868044449345138
911.75,-43.5,0.8904180340213377
912.25,-44.0,0.7833631336084945
912.75,-43.5,0.6339117792591135
913.25,-43.5,0.5196726070155697
913.75,-43.5,0.3988041710655856
914.25,-43.5,0.275746536403242
914.75,-43.5,0.13273944305221477
915.25,-44.0,0.03154296172878414
915.75,-44.0,6.186182220572788
916.25,-43.5,6.050051061205651
916.75,-43.5,5.92572924137138
917.25,-43.5,5.792403956410224
917.75,-43.5,5.67757894225774
918.25,-43.5,5.564357284908673
918.75,-43.5,5.454434842520485
919.25,-43.5,5.313586114097137
919.75,-43.0,5.200271955394026
920.25,-43.0,5.088530319709654
920.75,-43.0,4.971793610906939
921.25,-43.0,4.84719428701054
921.75,-43.5,4.723766646932023
922.25,-43.5,4.598519813557319
922.75,-43.0,4.456098562115234
923.25,-43.0,4.33911518303507
923.75,-43.0,4.209366617096924
924.25,-43.0,4.099721678770867
924.75,-43.5,3.9675372438429126
925.25,-43.0,3.837172002211144
925.75,-43.0,3.686980637029416
926.25,-42.99748743718593,3.55229866554229
926.75,-42.5,3.425417641579488
927.25,-42.99748743718593,3.275164608828398
