CHANNEL,RSSI,PHASE
902.75,-40.0,0.7520360083724781
903.25,-39.994974874371856,0.5481013564915609
903.75,-39.5,0.4203878203423685
904.25,-39.5,0.2394551718335656
904.75,-40.0,0.08223370374454281
905.25,-40.0,6.220870228339047
905.75,-39.505025125628144,6.068181326598149
906.25,-39.5,5.914875749163627
906.75,-39.5,5.741158206270205
907.25,-39.517587939698494,5.597472769656194
907.75,-40.0,5.43883294747184
908.25,-39.5,5.2828448307700615
908.75,-39.5,5.119117434113322
909.25,-39.5,4.965657687755395
909.75,-39.97989949748744,4.807542039910622
910.25,-40.0,4.685779424204884
910.75,-39.994974874371856,4.510828529924219
911.25,-39.5,4.365508902722108
911.75,-39.505025125628144,4.200363151970039
912.25,-40.0,4.047335078597647
912.75,-40.0,3.877718429066814
913.25,-39.530150753768844,3.720651129901197
913.75,-39.75125628140704,3.5771198622105906
914.25,-39.994974874371856,3.4161366723904716
914.75,-40.0,3.2442383227932363
915.25,-40.5,3.078660899055631
915.75,-40.0,2.906392544042222
916.25,-39.530150753768844,2.7562320126451754
916.75,-39.5,2.6206558614022977
917.25,-40.0,2.474442054444434
917.75,-40.017587939698494,2.331866634078943
918.25,-40.0,2.1984180139790617
918.75,-39.52010050251256,2.003209323162901
919.25,-39.51005025125628,1.868804855737906
919.75,-40.0,1.7140192566386918
920.25,-40.0,1.5596344967403315
920.75,-40.0,1.401395513756832
921.25,-39.5,1.24309486320397
921.75,-39.5,1.0777024421744508
922.25,-40.0,0.9300086135518937
922.75,-40.5,0.7701354399802947
923.25,-40.0,0.608813078528683
923.75,-40.0,0.4407997858012689
924.25,-40.0,0.2645847063486771
924.75,-40.0,0.10039480292172157
925.25,-40.5,6.205607504921892
925.75,-40.0,6.054151954568239
926.25,-39.50251256281407,5.866281704506183
926.75,-39.56030150753769,5.750778347090713
927.25,-40.0,5.548724556075346
