CHANNEL,RSSI,PHASE
902.75,-58.962311557788944,4.099968349048316
903.25,-59.25125628140704,4.005185294938558
903.75,-59.00251256281407,3.8440479361950337
904.25,-58.50753768844221,3.704710063221059
904.75,-58.53266331658291,3.5596062725117155
905.25,-58.4321608040201,3.492881962461775
905.75,-58.5,3.2685045113372766
906.25,-58.537688442211056,3.1435043482400227
906.75,-58.037688442211056,3.0065098429018136
907.25,-58.0,2.8726912173857597
907.75,-57.99748743718593,2.6966303068565733
908.25,-57.746231155778894,2.5231594342406014
908.75,-57.98743718592965,2.4083344200881163
909.25,-57.50251256281407,2.2446686910007396
909.75,-57.5,2.0132919707536265
910.25,-57.04522613065327,1.8918993604640633
910.75,-57.30653266331658,1.7701059109736461
911.25,-57.95728643216081,1.575914735051962
911.75,-57.81909547738694,1.4609047181913906
912.25,-57.24874371859296,1.2795712304817333
912.75,-57.50251256281407,1.0613913700781392
913.25,-57.462311557788944,0.9469980289111899
913.75,-57.93467336683417,0.8270546065016392
914.25,-57.80904522613066,0.6749823804543632
914.75,-57.45477386934673,0.4852312695267605
915.25,-57.85929648241206,0.34040498287954735
915.75,-57.756281407035175,0.18848692575567688
916.25,-58.04522613065327,0.04372230667782591
916.75,-58.03517587939699,6.141473232785166
917.25,-57.95728643216081,6.027819902450564
917.75,-57.85929648241206,5.94558619870602
918.25,-58.00251256281407,5.667527128451694
918.75,-58.41959798994975,5.512895698275885
919.25,-57.97989949748744,5.387587197331821
919.75,-57.97487437185929,5.266687927597156
920.25,-57.540201005025125,5.148933703899964
920.75,-57.746231155778894,4.947743258855667
921.25,-58.50251256281407,4.758269651990194
921.75,-58.00251256281407,4.7071472369889
922.25,-57.99748743718593,4.393135973796389
922.75,-57.56532663316583,4.330605058463083
923.25,-58.00251256281407,4.195676416698507
923.75,-58.482412060301506,4.023685565747229
924.25,-58.92462311557789,3.8775025925740456
924.75,-58.49748743718593,3.598025168224389
925.25,-58.91959798994975,3.492542790830283
925.75,-58.51256281407035,3.3532357516409896
926.25,-59.45728643216081,3.191913390189378
926.75,-59.48743718592965,3.024547606940268
927.25,-59.00251256281407,2.9278836919649613
