CHANNEL,RSSI,PHASE
902.75,-43.0,1.140480027785208
903.25,-43.0,1.0050272116810546
903.75,-43.5,0.8565317046567884
904.25,-43.5,0.7177180060223933
904.75,-43.0,0.5377720386233863
905.25,-43.0,0.37398297439728523
905.75,-43.0,0.21562065627506108
906.25,-43.00251256281407,0.05627165704304111
906.75,-43.0,6.180015463636563
907.25,-42.5,5.971486577838161
907.75,-42.5,5.832272040002911
908.25,-42.5,5.667527128451695
908.75,-43.0,5.500932189819611
909.25,-42.50251256281407,5.320153710234214
909.75,-42.5,5.166724797660969
910.25,-42.5,5.005772441625531
910.75,-42.994974874371856,4.847101785656496
911.25,-43.494974874371856,4.700548807067141
911.75,-43.0,4.534817214406128
912.25,-43.0,4.392334295394681
912.75,-43.0,4.233016129947342
913.25,-43.5,4.071262095510194
913.75,-44.0,3.9334967455549568
914.25,-43.50251256281407,3.75462996061979
914.75,-43.5,3.5950959586796825
915.25,-43.5,3.448234642243516
915.75,-44.0,3.2900881606140593
916.25,-44.5,3.1345933844671796
916.75,-44.005025125628144,2.9805169624156305
917.25,-44.0,2.823665499742781
917.75,-44.0,2.6813059158700576
918.25,-44.0,2.5458530997659046
918.75,-44.5,2.4078410795332186
919.25,-44.5,2.247844570822895
919.75,-44.00251256281407,2.123306914495857
920.25,-44.0,1.9674421329328038
920.75,-44.0,1.8445078334091847
921.25,-44.5,1.7096100254292916
921.75,-45.0,1.5497060180730116
922.25,-44.50251256281407,1.401395513756832
922.75,-44.5,1.2513274837138286
923.25,-44.5,1.1135004661892294
923.75,-44.99748743718593,0.9551998156363675
924.25,-45.0,0.8219361982445736
924.75,-45.0,0.6729473506654094
925.25,-44.99748743718593,0.5165892285474579
925.75,-45.0,0.3618344632329246
926.25,-45.0,0.19597953543318863
926.75,-45.5,0.029662100863235917
927.25,-45.5,6.169007802505405
