CHANNEL,RSSI,PHASE
902.75,-51.0,0.6917559593208916
903.25,-50.5,0.5553781296763048
903.75,-50.5,0.3995441818979324
904.25,-51.0,0.2849041704535341
904.75,-51.0,0.13508281068797978
905.25,-51.5,0.03764805109564559
905.75,-51.5,6.202894131869954
906.25,-51.49748743718593,6.078911483667177
906.75,-51.0,5.94999542991542
907.25,-51.0,5.828325315563728
907.75,-51.005025125628144,5.701783463232418
908.25,-51.5,5.6010494886792035
908.75,-51.50251256281407,5.483911940675634
909.25,-51.5,5.3317472132743156
909.75,-51.0,5.216860531552468
910.25,-51.0,5.096762940219513
910.75,-51.0,5.0067591227353265
911.25,-51.01005025125628,4.910311044252789
911.75,-51.49748743718593,4.77800327418611
912.25,-51.5,4.6441538148853745
912.75,-51.49748743718593,4.558590062395271
913.25,-50.994974874371856,4.419653028622152
913.75,-51.0,4.2882702720959065
914.25,-51.00251256281407,4.16653849017485
914.75,-51.49748743718593,4.060038597886268
915.25,-51.5,3.915212311239054
915.75,-51.5,3.760210875647072
916.25,-51.0,3.6450775236477755
916.75,-50.99748743718593,3.5249490985301386
917.25,-51.0,3.3661859412070596
917.75,-51.0,3.2719578952215618
918.25,-51.0,3.156917044576309
918.75,-51.0,3.011242828850365
919.25,-50.5,2.839544898853557
919.75,-50.00251256281407,2.7069287909400668
920.25,-50.0,2.598948876986791
920.75,-50.494974874371856,2.474411220659753
921.25,-50.5,2.3531727792935957
921.75,-50.0,2.2139274076736646
922.25,-49.50251256281407,2.073109513034997
922.75,-49.5,1.9253540168430772
923.25,-49.5,1.7970854725696244
923.75,-49.5,1.6758778649881483
924.25,-49.99748743718593,1.544340939538497
924.75,-49.5,1.3851461092298825
925.25,-49.0,1.253979189196405
925.75,-49.0,1.1104479215057985
926.25,-49.0,0.9873286192740929
926.75,-49.0,0.8371680878770461
927.25,-49.0,0.6778499224297073
