CHANNEL,RSSI,PHASE
902.75,-49.0,2.452303397043391
903.25,-49.00251256281407,2.3607887241098315
903.75,-49.0,2.207513980459992
904.25,-48.5,2.0730786792503157
904.75,-48.5,1.9769389386145881
905.25,-48.5,1.8451553428874885
905.75,-48.5,1.724317740722185
906.25,-48.5,1.5994100789789745
906.75,-48.5,1.4497120543521445
907.25,-48.0,1.3100966773160403
907.75,-48.0,1.1462767793052582
908.25,-47.50251256281407,1.0093747753210924
908.75,-48.0,0.8434890137366754
909.25,-48.0,0.6537687365937537
909.75,-47.5,0.5000006523890163
910.25,-47.5,0.3256664338019727
910.75,-47.5,0.1694316468227457
911.25,-48.0,6.245506422299259
911.75,-47.5,6.105490206062302
912.25,-47.5,5.924002549429238
912.75,-47.5,5.813247594854659
913.25,-47.5,5.616528048589126
913.75,-48.0,5.47413763093172
914.25,-47.50251256281407,5.312661100556703
914.75,-47.5,5.153466270248089
915.25,-47.5,5.015824255431576
915.75,-48.0,4.858016945433612
916.25,-48.005025125628144,4.7234274753005305
916.75,-48.0,4.577645341328202
917.25,-48.0,4.403465291664565
917.75,-47.99748743718593,4.260458198313537
918.25,-48.0,4.116433590068033
918.75,-48.5,3.9788840766055635
919.25,-48.0,3.784322895267707
919.75,-48.0,3.621181340519909
920.25,-48.0,3.445675438114983
920.75,-48.00251256281407,3.286203103744238
921.25,-48.505025125628144,3.12081068271472
921.75,-48.00251256281407,2.9112642820218384
922.25,-48.0,2.752809462545571
922.75,-48.0,2.6051464677076948
923.25,-48.49748743718593,2.4267113557580626
923.75,-48.5,2.279911706891258
924.25,-48.00251256281407,2.095957347483705
924.75,-48.00251256281407,1.9648212612349085
925.25,-48.5,1.7768585098188108
925.75,-49.0,1.641251524791252
926.25,-49.0,1.4466595096687138
926.75,-49.0,1.308739990790071
927.25,-49.0,1.13943167910605
