CHANNEL,RSSI,PHASE
902.75,-56.0,2.7255215631027814
903.25,-55.99748743718593,2.6154757855758692
903.75,-56.0,2.4464758117386594
904.25,-56.0,2.2584205589685182
904.75,-55.50251256281407,2.067651933146439
905.25,-55.49748743718593,1.959702852977843
905.75,-55.01005025125628,1.7670842000748965
906.25,-55.50251256281407,1.6225970850591755
906.75,-55.49748743718593,1.4605655465598981
907.25,-55.49748743718593,1.2995515229550978
907.75,-55.49748743718593,1.1431317332677842
908.25,-55.5,0.9714492201633167
908.75,-56.0,0.8367364148915105
909.25,-56.0,0.676246565626289
909.75,-55.50251256281407,0.5032998673498958
910.25,-55.5678391959799,0.321596374224065
910.75,-55.99748743718593,0.14072539328462444
911.25,-56.04522613065327,6.213963460570476
911.75,-56.005025125628144,6.142305744971557
912.25,-56.017587939698494,5.959769739659335
912.75,-55.99748743718593,5.810996728572938
913.25,-56.05527638190955,5.653744426699234
913.75,-56.99748743718593,5.533986006997771
914.25,-56.99748743718593,5.378398729496848
914.75,-56.50753768844221,5.215627180165224
915.25,-56.53517587939699,5.078756009965738
915.75,-56.5,4.94946995079781
916.25,-57.0,4.7795757972048465
916.75,-57.00251256281407,4.737456847330439
917.25,-57.50753768844221,4.516656115228949
917.75,-57.49748743718593,4.44499839963003
918.25,-57.49748743718593,4.2259860270400464
918.75,-57.52512562814071,4.184946259629478
919.25,-57.982412060301506,4.013202078955647
919.75,-58.04271356783919,3.893474493038865
920.25,-57.99748743718593,3.754722461973832
920.75,-57.972361809045225,3.5901008855613417
921.25,-57.984924623115575,3.464576548124509
921.75,-58.00251256281407,3.3096676138865697
922.25,-58.540201005025125,3.1528469849984018
922.75,-58.35929648241206,3.041814526361694
923.25,-58.030150753768844,2.849226707243428
923.75,-57.54271356783919,2.768133853532087
924.25,-57.972361809045225,2.5963896728582574
924.75,-57.96482412060301,2.473763711181449
925.25,-58.00251256281407,2.4034935158931807
925.75,-58.06532663316583,2.241276974685816
926.25,-57.99246231155779,2.128147818690793
926.75,-57.517587939698494,2.01915038984304
927.25,-57.50251256281407,1.8206424840659992
