DISTANCE,CHANNEL,RSSI,PHASE
30,902.75,-38.5,1.3967087784853018
30,903.25,-38.0,1.273774478961683
30,903.75,-38.0,1.1247239638131563
30,904.25,-38.0,1.0047805414036055
30,904.75,-38.5,0.8620201183300276
30,905.25,-38.5,0.7316548766982589
30,905.75,-38.00251256281407,0.5779484600628836
30,906.25,-38.0,0.4295454543926607
30,906.75,-38.0,0.2913175976672068
30,907.25,-38.494974874371856,0.14174290817910135
30,907.75,-38.5,0.03154296172878414
30,908.25,-38.5,6.148441668123099
30,908.75,-38.0,5.989925181077468
30,909.25,-38.0,5.838654633431902
30,909.75,-38.0,5.718341205606177
30,910.25,-38.005025125628144,5.599137794028974
30,910.75,-38.5,5.4574873872039165
30,911.25,-38.0,5.3013142677940515
30,911.75,-38.0,5.183282540034729
30,912.25,-38.0,5.0525781267714684
30,912.75,-38.0,4.916755305251143
30,913.25,-38.0,4.785064210878086
30,913.75,-38.5,4.660125715350193
30,914.25,-38.0,4.533337192741435
30,914.75,-38.0,4.383793337038011
30,915.25,-38.0,4.254568945439443
30,915.75,-38.0,4.123155355128517
30,916.25,-38.0,3.9721314777603984
30,916.75,-38.5,3.8725383532403863
30,917.25,-38.0,3.6912973668847724
30,917.75,-37.99748743718593,3.5586195914019196
30,918.25,-37.50251256281407,3.418356704887512
30,918.75,-38.0,3.272574570915184
30,919.25,-38.494974874371856,3.1354875642229314
30,919.75,-38.0,3.0036731347111507
30,920.25,-37.51005025125628,2.8644277630912196
30,920.75,-37.5,2.7287282767096177
30,921.25,-37.5,2.5849811725262435
30,921.75,-37.5,2.467072779905646
30,922.25,-38.0,2.337170045044095
30,922.75,-37.50251256281407,2.2073906453212673
30,923.25,-37.5,2.066942756098773
30,923.75,-37.01005025125628,1.9424667673410974
30,924.25,-37.0,1.830293458671189
30,924.75,-37.5,1.7127550714667659
30,925.25,-37.5,1.5731088606459802
30,925.75,-37.5,1.4561254815658171
30,926.25,-37.0,1.3046390974274826
30,926.75,-37.0,1.170450466495255
30,927.25,-37.0,1.0355526585153618
33,902.75,-40.0,0.17140500904233727
33,903.25,-40.0,0.030525446834307232
33,903.75,-40.0,6.187415571960033
33,904.25,-39.5,6.027604065957795
33,904.75,-39.5,5.882376940109728
33,905.25,-39.0,5.7260804855611385
33,905.75,-39.5,5.589116814007611
33,906.25,-39.5,5.441700489447184
33,906.75,-39.0,5.28198148479899
33,907.25,-38.5,5.136076015687937
33,907.75,-38.5,4.994548944001605
33,908.25,-39.0,4.855426907520398
33,908.75,-39.00251256281407,4.694412883915598
33,909.25,-39.0,4.559730912428472
33,909.75,-38.5,4.399580234794743
33,910.25,-38.5,4.273038382463434
33,910.75,-38.5,4.105210092444106
33,911.25,-39.0,3.967999750613129
33,911.75,-39.0,3.831961092600034
33,912.25,-39.0,3.657781042936397
33,912.75,-38.5,3.5192756821488125
33,913.25,-38.50251256281407,3.387553753991075
33,913.75,-39.0,3.240014094291923
33,914.25,-39.5,3.089298554770617
33,914.75,-39.0,2.939754699067192
33,915.25,-38.5,2.8141995278456777
33,915.75,-38.5,2.6690957371363346
33,916.25,-38.5,2.5321937331521687
33,916.75,-39.0,2.4081494173800295
33,917.25,-39.0,2.2724499309984276
33,917.75,-38.5,2.122351067170743
33,918.25,-38.5,1.9879774335304283
33,918.75,-38.5,1.8566871783582264
33,919.25,-38.5,1.7195693378812928
33,919.75,-39.0,1.5820198244188235
33,920.25,-38.505025125628144,1.4665473007880352
33,920.75,-38.5,1.3064582907236686
33,921.25,-38.5,1.1715604827437751
33,921.75,-38.5,1.0433227722550038
33,922.25,-38.5,0.9133892036087708
33,922.75,-39.0,0.7877415310332132
33,923.25,-38.5,0.6229657856973164
33,923.75,-38.5,0.4953755846868484
33,924.25,-38.0,0.35477352654094846
33,924.75,-38.49748743718593,0.2181181928342317
33,925.25,-38.5,0.09737309202297195
33,925.75,-38.5,6.22901034749486
33,926.25,-38.0,6.070802198296041
33,926.75,-37.50251256281407,5.9229542007500795
33,927.25,-37.5,5.78207463854205
36,902.75,-41.0,5.449717273464275
36,903.25,-40.5,5.30208511241108
36,903.75,-40.0,5.16919150043546
36,904.25,-40.0,5.027325257117633
36,904.75,-40.0,4.891009095042408
36,905.25,-40.005025125628144,4.748957849016497
36,905.75,-40.0,4.606906602990583
36,906.25,-39.5,4.4427783671329895
36,906.75,-39.5,4.297304571007473
36,907.25,-39.5,4.153680801962824
36,907.75,-39.5,3.9991110393563774
36,908.25,-39.5,3.8431229226545995
36,908.75,-39.5,3.6688195378522366
36,909.25,-39.0,3.5178264942687996
36,909.75,-39.0,3.357274977434217
36,910.25,-39.5,3.2098894866584704
36,910.75,-39.5,3.067838240632557
36,911.25,-39.0,2.890050638161229
